Date,AdNetworkType,CampaignName,LocationOfPresenceName,Device,Gender,Age,IncomeGrade,WeightedImpressions,Clicks,Sessions,Bounces,Cost,Calls_F,Calls_A,B24_F,B24_A,Forms_F,Forms_A,EMails_F,EMails_A,GoalsFC,GoalsLC
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_45_54,OTHER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_55,OTHER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,UNKNOWN,UNKNOWN,OTHER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,OTHER,9.15,3,7,4,693.63,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_18_24,ABOVE_AVERAGE,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_18_24,OTHER,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_25_34,OTHER,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,VERY_HIGH,5.41,1,2,0,213.65,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_45_54,OTHER,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_55,OTHER,10.64,1,6,0,66.49,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,UNKNOWN,UNKNOWN,OTHER,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Новороссийск,DESKTOP,GENDER_FEMALE,AGE_35_44,OTHER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Новороссийск,MOBILE,GENDER_MALE,AGE_35_44,HIGH,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Республика Адыгея,DESKTOP,GENDER_FEMALE,AGE_55,OTHER,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Республика Адыгея,DESKTOP,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Республика Адыгея,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Республика Адыгея,MOBILE,GENDER_MALE,AGE_55,OTHER,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,Славянск-на-Кубани,MOBILE,GENDER_FEMALE,AGE_55,OTHER,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Бренд. ТГ,Армавир,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Бренд. ТГ,Республика Адыгея,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,1.56,1,2,0,26.79,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_55,OTHER,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,UNKNOWN,UNKNOWN,OTHER,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_18_24,ABOVE_AVERAGE,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_18_24,OTHER,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,OTHER,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_25_34,OTHER,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,OTHER,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,VERY_HIGH,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_45_54,OTHER,1.24,1,3,2,18.07,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_55,OTHER,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Майкоп,MOBILE,GENDER_MALE,AGE_55,OTHER,1.12,1,2,0,264.41,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Новороссийск,DESKTOP,GENDER_FEMALE,AGE_35_44,OTHER,0.98,1,2,0,48.74,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Новороссийск,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Новороссийск,MOBILE,GENDER_MALE,AGE_35_44,HIGH,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,Республика Адыгея,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Батарейки. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,OTHER,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,DESKTOP,GENDER_FEMALE,AGE_35_44,OTHER,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,DESKTOP,GENDER_FEMALE,AGE_55,OTHER,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_55,ABOVE_AVERAGE,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_55,OTHER,3.43,1,1,0,45.36,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_18_24,OTHER,1.29,1,2,0,56.29,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,OTHER,0.81,1,2,2,71.65,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_18_24,OTHER,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,ABOVE_AVERAGE,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_45_54,OTHER,8.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_55,OTHER,1.3,1,1,1,50.59,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,UNKNOWN,AGE_25_34,OTHER,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,UNKNOWN,UNKNOWN,OTHER,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,TABLET,GENDER_MALE,AGE_25_34,OTHER,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Майкоп,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Майкоп,MOBILE,GENDER_FEMALE,AGE_55,OTHER,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Новороссийск,MOBILE,GENDER_FEMALE,AGE_55,HIGH,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Республика Адыгея,MOBILE,GENDER_MALE,AGE_35_44,OTHER,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_FEMALE,UNKNOWN,OTHER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_35_44,ABOVE_AVERAGE,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_55,ABOVE_AVERAGE,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_55,OTHER,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_18_24,OTHER,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_25_34,ABOVE_AVERAGE,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,5.01,1,2,0,159.91,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,HIGH,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,OTHER,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,ABOVE_AVERAGE,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,HIGH,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,OTHER,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_45_54,OTHER,25.15,2,12,8,33.62,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,UNKNOWN,AGE_25_34,OTHER,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,MOBILE,UNKNOWN,UNKNOWN,OTHER,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Краснодар,TABLET,GENDER_MALE,AGE_25_34,OTHER,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Майкоп,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Майкоп,MOBILE,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Новороссийск,DESKTOP,GENDER_MALE,AGE_45_54,OTHER,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Новороссийск,MOBILE,GENDER_FEMALE,AGE_55,HIGH,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Новороссийск,MOBILE,GENDER_MALE,AGE_35_44,OTHER,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Республика Адыгея,DESKTOP,GENDER_FEMALE,AGE_45_54,OTHER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Республика Адыгея,MOBILE,GENDER_MALE,AGE_35_44,OTHER,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,Республика Адыгея,MOBILE,UNKNOWN,AGE_18_24,OTHER,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Бренд. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_45_54,OTHER,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Бренд. ТГ,Республика Адыгея,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_FEMALE,AGE_45_54,ABOVE_AVERAGE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_FEMALE,AGE_45_54,OTHER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_FEMALE,AGE_55,OTHER,1.02,1,2,0,49.2,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_FEMALE,UNKNOWN,OTHER,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_18_24,OTHER,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_25_34,ABOVE_AVERAGE,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_55,ABOVE_AVERAGE,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_55,HIGH,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_55,OTHER,5.35,1,6,2,30.41,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_18_24,OTHER,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_25_34,ABOVE_AVERAGE,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,5.71,1,2,0,46.04,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,OTHER,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_18_24,OTHER,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_25_34,OTHER,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,OTHER,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_45_54,OTHER,5.34,1,1,0,164.7,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Краснодар,MOBILE,GENDER_MALE,AGE_55,HIGH,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Майкоп,MOBILE,GENDER_MALE,AGE_55,OTHER,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Новороссийск,DESKTOP,GENDER_MALE,AGE_25_34,OTHER,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Новороссийск,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Новороссийск,MOBILE,GENDER_MALE,AGE_25_34,ABOVE_AVERAGE,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Новороссийск,MOBILE,GENDER_MALE,AGE_35_44,ABOVE_AVERAGE,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Новороссийск,MOBILE,GENDER_MALE,AGE_45_54,ABOVE_AVERAGE,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,Новороссийск,MOBILE,GENDER_MALE,AGE_45_54,HIGH,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Батарейки. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_25_34,ABOVE_AVERAGE,1.9,1,2,2,88.03,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Батарейки. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,OTHER,2.49,2,6,4,85.2,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Батарейки. ТГ,Новороссийск,DESKTOP,GENDER_MALE,AGE_25_34,OTHER,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Батарейки. ТГ,Новороссийск,DESKTOP,GENDER_MALE,AGE_55,OTHER,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Батарейки. ТГ,Республика Адыгея,MOBILE,GENDER_MALE,AGE_18_24,OTHER,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_18_24,OTHER,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_25_34,OTHER,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_25_34,VERY_HIGH,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_55,OTHER,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,OTHER,0.87,1,1,0,43.24,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_25_34,OTHER,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Новороссийск,DESKTOP,GENDER_FEMALE,AGE_55,OTHER,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Республика Адыгея,DESKTOP,GENDER_MALE,AGE_45_54,OTHER,1,1,0,0,64.58,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Славянск-на-Кубани,TABLET,GENDER_MALE,AGE_55,OTHER,1.04,1,6,2,49.71,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[галерея] Фид. ДО,Армавир,MOBILE,GENDER_FEMALE,AGE_55,OTHER,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_FEMALE,AGE_25_34,OTHER,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_FEMALE,AGE_35_44,HIGH,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_FEMALE,AGE_45_54,OTHER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_FEMALE,AGE_55,OTHER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[галерея] Фид. ДО,Краснодар,DESKTOP,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
